ID,Gender,Location,Employment_Type,Work_Format,Company_Size,Experience_Level,Sector,Position,Average_Salary,J,L,Average_Salary_Numeric
541,Erkek,Türkiye,Tam zamanlı,Ofiste,50-99,12 ve ustu,Diğer,Lojistik Uzmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
542,Kadın,Türkiye,Tam zamanlı,Hybrid,150-199,12 ve ustu,Diğer,Kıdemli Uzman,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
543,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Diğer,Avukat,71.000-80.000 TL,Ek gelirim yok,%21-%35,75500.0
544,Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,0-1 Yıl,Diğer,Jr Copywriter,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
545,Kadın,Türkiye,Yarı zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Diğer,Stajyer,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
546,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,3-5 Yıl,Diğer,Teknik Personel,31.000-40.000 TL,20.000-30.000 TL,%5-%10,35500.0
547,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Diğer,Ux Ui Designer,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
548,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Diğer,Satış Pazarlama Uzmanı,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
549,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Diğer,Purchasing Agent,31.000-40.000 TL,20.000-30.000 TL,Almadım,35500.0
550,Erkek,Türkiye,Tam zamanlı,Hybrid,1-49,0-1 Yıl,Diğer,Business Development,10.000-20.000 TL,20.000-30.000 TL,Almadım,15000.0
551,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Diğer,Optisyen,21.000-30.000 TL,20.000-30.000 TL,%5-%10,25500.0
552,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Diğer,Proje Uzmanı,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
553,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Diğer,Satış Pazarlama,21.000-30.000 TL,20.000-30.000 TL,Almadım,25500.0
554,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,7-9 Yıl,Diğer,Hukuk Müşaviri,71.000-80.000 TL,150.000 TL ve üstü,%11-%20,75500.0
555,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,0-1 Yıl,Diğer,Ithalat Gümrük Operasyon Uzmanı,21.000-30.000 TL,Ek gelirim yok,Henuz belli degil,25500.0
556,Erkek,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Diğer,Proje Yöneticisi,31.000-40.000 TL,Ek gelirim yok,Henuz belli degil,35500.0
557,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,7-9 Yıl,Diğer,Kıdemli Sarış Uzmanı,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
558,Erkek,Türkiye,Tam zamanlı,Hybrid,100-149,12 ve ustu,Diğer,Optisyenlik,31.000-40.000 TL,Ek gelirim yok,Henuz belli degil,35500.0
559,Kadın,Yurt dışı,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Diğer,Digital Marketing Specialist,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
560,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Diğer,Ofis Sekreteri,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
561,Kadın,Türkiye,Tam zamanlı,Uzaktan,100-149,3-5 Yıl,Diğer,Dijital Pazarlama,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
562,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Diğer,Finans Uzman Yardımcısı,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
563,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,0-1 Yıl,Diğer,Müşteri Hesapları Uzman Yardımcısı,21.000-30.000 TL,20.000-30.000 TL,Henuz belli degil,25500.0
564,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,0-1 Yıl,Diğer,Satiş Asi̇stani,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
565,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,1-3 Yıl,Dijital Medya ve Eğlence,Digital Media & Influencer Marketing Manager,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
566,Kadın,Türkiye,Yarı zamanlı,Uzaktan,1-49,0-1 Yıl,Dijital Medya ve Eğlence,Product Manager,10.000-20.000 TL,20.000-30.000 TL,Almadım,15000.0
567,Kadın,Türkiye,Yarı zamanlı,Uzaktan,1-49,1-3 Yıl,Dijital Medya ve Eğlence,İçerik Üreticisi,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
568,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,0-1 Yıl,Dijital Medya ve Eğlence,Dijital Pazarlama Uzmanı,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
569,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Dijital Medya ve Eğlence,Jr.Seo Uzmanı,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
570,Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,1-3 Yıl,Dijital Medya ve Eğlence,Junior Brand Strategist,10.000-20.000 TL,51.000-70.000 TL,%11-%20,15000.0
571,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Dijital Medya ve Eğlence,Perfomans Analisti,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
572,Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,5-7 Yıl,Dijital Medya ve Eğlence,Sr. Social & Paid Media Manager,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
573,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Dijital Medya ve Eğlence,İçerik Üreticisi,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
574,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Dijital Medya ve Eğlence,Sosyal Medya Içerik Üreticisi & Marka Iletişimi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
575,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,0-1 Yıl,Dijital Medya ve Eğlence,Dijital Pazarlama Stajyeri,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
576,Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,1-3 Yıl,Dijital Medya ve Eğlence,Senior Performance Executive,31.000-40.000 TL,31.000-50.000 TL,%11-%20,35500.0
577,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,7-9 Yıl,Dijital Medya ve Eğlence,Manager,41.000-50.000 TL,31.000-50.000 TL,%21-%35,45500.0
578,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Dijital Medya ve Eğlence,Lead Designer,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
579,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Dijital Medya ve Eğlence,Brand Director,31.000-40.000 TL,Ek gelirim yok,%5-%10,35500.0
580,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,3-5 Yıl,Dijital Medya ve Eğlence,Growth Specialist,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
581,Kadın,Türkiye,Tam zamanlı,Hybrid,50-99,1-3 Yıl,Dijital Medya ve Eğlence,Project Manager,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
582,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,5-7 Yıl,Dijital Medya ve Eğlence,Performans Pazarlama Uzmanı,31.000-40.000 TL,20.000-30.000 TL,Almadım,35500.0
583,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Dijital Medya ve Eğlence,Grafiker,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
584,Kadın,Yurt dışı,Tam zamanlı,Hybrid,50-99,1-3 Yıl,Dijital Medya ve Eğlence,Data Analyst,31.000-40.000 TL,Ek gelirim yok,%5-%10,35500.0
585,Kadın,Türkiye,Tam zamanlı,Uzaktan,100-149,12 ve ustu,Dijital Medya ve Eğlence,Sanat Yönetmeni,51.000-60.000 TL,20.000-30.000 TL,Almadım,55500.0
586,Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,1-3 Yıl,Dijital Medya ve Eğlence,Performance Marketing Executive,21.000-30.000 TL,20.000-30.000 TL,%21-%35,25500.0
587,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,12 ve ustu,Dijital Medya ve Eğlence,Grafik Tasarım,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
588,Kadın,Türkiye,Tam zamanlı,Hybrid,150-199,0-1 Yıl,Dijital Medya ve Eğlence,Account Executive,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
589,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Dijital Medya ve Eğlence,Influencer Marketing,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
590,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Dijital Medya ve Eğlence,Sr Performance Marketing Executive,41.000-50.000 TL,Ek gelirim yok,%5-%10,45500.0
591,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,5-7 Yıl,Dijital Medya ve Eğlence,Influencer Marketing & Content Management Manager,31.000-40.000 TL,Ek gelirim yok,Henuz belli degil,35500.0
592,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Dijital Medya ve Eğlence,Seo Yoneticisi,61.000-70.000 TL,Ek gelirim yok,Almadım,65500.0
593,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,7-9 Yıl,Dijital Medya ve Eğlence,Social Media Group Head,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
594,Erkek,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Dijital Medya ve Eğlence,Digital Marketing Specialist,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
595,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,5-7 Yıl,Dijital Medya ve Eğlence,Sosyal Medya Uzmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
596,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Dijital Medya ve Eğlence,Dijital Pazarlama Uzmanı,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
597,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,7-9 Yıl,Dijital Medya ve Eğlence,Grafik Tasarım Ve Sosyal Medya Uzmanı,21.000-30.000 TL,150.000 TL ve üstü,Almadım,25500.0
598,Erkek,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Dijital Medya ve Eğlence,Art Director,31.000-40.000 TL,20.000-30.000 TL,Almadım,35500.0
599,Kadın,Türkiye,Tam zamanlı,Hybrid,150-199,7-9 Yıl,Dijital Medya ve Eğlence,İnsan Kaynakları Iş Ortağı,71.000-80.000 TL,20.000-30.000 TL,%5-%10,75500.0
600,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Dijital Medya ve Eğlence,Category Specialist,41.000-50.000 TL,Ek gelirim yok,%21-%35,45500.0
601,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,0-1 Yıl,Dijital Medya ve Eğlence,Programmatic Executive,21.000-30.000 TL,20.000-30.000 TL,Almadım,25500.0
602,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Dijital Medya ve Eğlence,Account Manager,31.000-40.000 TL,Ek gelirim yok,%21-%35,35500.0
603,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Dijital Medya ve Eğlence,Performance Marketing Manager,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
604,Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,0-1 Yıl,Dijital Medya ve Eğlence,İngilizce Müşteri Temsilcisi,31.000-40.000 TL,Ek gelirim yok,Henuz belli degil,35500.0
605,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Dijital Medya ve Eğlence,Sosyal Medya Yöneticisi,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
606,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,1-3 Yıl,Dijital Medya ve Eğlence,Seo Analist,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
607,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,0-1 Yıl,Dijital Medya ve Eğlence,Dijital Ajansta Sosyal Medya Içerik Üretici Ve Planlayıcısı,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
608,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,5-7 Yıl,Dijital Medya ve Eğlence,Pazarlama İletişimi Yönetmeni,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
609,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Dijital Medya ve Eğlence,Grafik Tasarımcı,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
610,Kadın,Türkiye,Tam zamanlı,Hybrid,150-199,1-3 Yıl,Dijital Medya ve Eğlence,Content Manager,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
611,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,5-7 Yıl,Dijital Medya ve Eğlence,Yapay Zeka Ve Dijital Proje Yöneticiliği,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
612,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,1-3 Yıl,Dijital Medya ve Eğlence,Performans Pazarlama Uzmanı,21.000-30.000 TL,Ek gelirim yok,Henuz belli degil,25500.0
613,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,1-3 Yıl,Dijital Medya ve Eğlence,Çeviri Editörü,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
614,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Dijital Medya ve Eğlence,Sosyal Medya Yöneticisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
615,Kadın,Türkiye,Yarı zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Dijital Medya ve Eğlence,Stajyer,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
616,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Dijital Medya ve Eğlence,Senior Performance Executive,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
617,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,3-5 Yıl,Dijital Medya ve Eğlence,Brand Manager,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
618,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,0-1 Yıl,Dijital Medya ve Eğlence,Jr. Social Media Manager,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
619,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,1-3 Yıl,Dijital Medya ve Eğlence,Grafik Tasarımcısı,21.000-30.000 TL,20.000-30.000 TL,%36-%50,25500.0
620,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,1-3 Yıl,Dijital Medya ve Eğlence,Content Editor,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
621,Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,1-3 Yıl,Dijital Medya ve Eğlence,Sr. Performance Marketing Executive,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
622,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Dijital Medya ve Eğlence,Performance Marketing Executivd,21.000-30.000 TL,Ek gelirim yok,Henuz belli degil,25500.0
623,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,5-7 Yıl,Dijital Medya ve Eğlence,Marketing Specialist,31.000-40.000 TL,51.000-70.000 TL,Almadım,35500.0
624,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Dijital Medya ve Eğlence,Senior Social Media Manager,21.000-30.000 TL,31.000-50.000 TL,Almadım,25500.0
625,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,0-1 Yıl,Dijital Medya ve Eğlence,Seo Uzmanı,10.000-20.000 TL,Ek gelirim yok,%5-%10,15000.0
626,Belirtmek Istemiyorum,Yurt dışı,Tam zamanlı,Uzaktan,50-99,1-3 Yıl,Dijital Medya ve Eğlence,Digital Marketing Specialist,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
627,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,3-5 Yıl,Dijital Medya ve Eğlence,Ui/Ux Designer,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
628,Kadın,Türkiye,Tam zamanlı,Hybrid,50-99,1-3 Yıl,Dijital Medya ve Eğlence,Sr.Performance Marketing Executive,41.000-50.000 TL,Ek gelirim yok,Henuz belli degil,45500.0
629,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Dijital Medya ve Eğlence,Planlama Ve Satin Alma,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
630,Erkek,Türkiye,Tam zamanlı,Uzaktan,100-149,1-3 Yıl,Dijital Medya ve Eğlence,Art Direktör,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
631,Kadın,Yurt dışı,Tam zamanlı,Uzaktan,150-199,5-7 Yıl,Dijital Medya ve Eğlence,Marketing Manager,61.000-70.000 TL,Ek gelirim yok,Almadım,65500.0
632,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Dijital Medya ve Eğlence,Marka Temsilcisi,21.000-30.000 TL,20.000-30.000 TL,Almadım,25500.0
633,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Dijital Medya ve Eğlence,Dijital Medya Sorumlusu,21.000-30.000 TL,Ek gelirim yok,Henuz belli degil,25500.0
634,Kadın,Türkiye,Tam zamanlı,Hybrid,50-99,3-5 Yıl,Dijital Medya ve Eğlence,Graphic Designer,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
635,Kadın,Türkiye,Yarı zamanlı,Uzaktan,1-49,1-3 Yıl,Dijital Medya ve Eğlence,Content Creator,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
636,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Dijital Medya ve Eğlence,Social Media Manager - Copywriter,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
637,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Dijital Medya ve Eğlence,"Assistant Manager, Digital Marketing",51.000-60.000 TL,31.000-50.000 TL,%21-%35,55500.0
638,Kadın,Türkiye,Tam zamanlı,Hybrid,150-199,1-3 Yıl,Dijital Medya ve Eğlence,Account Executive,31.000-40.000 TL,Ek gelirim yok,%5-%10,35500.0
639,Kadın,Yurt dışı,Tam zamanlı,Uzaktan,1-49,0-1 Yıl,Dijital Medya ve Eğlence,İş Analisti,10.000-20.000 TL,Ek gelirim yok,%21-%35,15000.0
640,Kadın,Türkiye,Tam zamanlı,Hybrid,100-149,3-5 Yıl,Dijital Medya ve Eğlence,Online Marketing Specialist,41.000-50.000 TL,20.000-30.000 TL,%21-%35,45500.0
641,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Eğitim,Psikolojik Danışman,10.000-20.000 TL,10.000-30.000 TL,Almadım,15000.0
642,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,0-1 Yıl,Eğitim,Sınıf Öğretmeni,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
643,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Eğitim,Okul Öncesi Öğretmeni,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
644,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Eğitim,Crm Manager,31.000-40.000 TL,31.000-50.000 TL,Henuz belli degil,35500.0
645,Kadın,Türkiye,Yarı zamanlı,Ofiste,1-49,9-12 Yıl,Eğitim,Zihin Engelliler Öğretmeni,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
646,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Eğitim,Rehber Öğretmen,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
647,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,12 ve ustu,Eğitim,Öğretmen,51.000-60.000 TL,111.000-150.000 TL,%21-%35,55500.0
648,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,5-7 Yıl,Eğitim,Öğretmenim,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
649,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Eğitim,İletişim Danışmanı,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
650,Erkek,Türkiye,Yarı zamanlı,Ofiste,50-99,3-5 Yıl,Eğitim,Antrenör,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
651,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Eğitim,Matematik Öğretmeni,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
652,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Eğitim,Öğretmen,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
653,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Eğitim,Danışman,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
654,Kadın,Türkiye,Yarı zamanlı,Ofiste,1-49,1-3 Yıl,Eğitim,Tarih Öğretmeni,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
655,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Eğitim,Araştırma Görevlisi,51.000-60.000 TL,Ek gelirim yok,%11-%20,55500.0
656,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,5-7 Yıl,Eğitim,Halkla Ilişkiler Sorumlusu,10.000-20.000 TL,20.000-30.000 TL,Almadım,15000.0
657,Kadın,Türkiye,Yarı zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Eğitim,Öğretim Görevlisi,21.000-30.000 TL,20.000-30.000 TL,Almadım,25500.0
658,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,7-9 Yıl,Eğitim,Ingilizce Ogretmeni,41.000-50.000 TL,Ek gelirim yok,%5-%10,45500.0
659,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,3-5 Yıl,Eğitim,Öğretmen,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
660,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,0-1 Yıl,Eğitim,Operasyon Sorumlusu,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
661,Kadın,Yurt dışı,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Eğitim,Content Marketing Assistant,71.000-80.000 TL,Ek gelirim yok,Henuz belli degil,75500.0
662,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Eğitim,Yurtdışı Eğitim Danışmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
663,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Eğitim,Eğitim Teknologu,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
664,Kadın,Yurt dışı,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Eğitim,Seo Content Writer,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
665,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,1-3 Yıl,Eğitim,İngilizce Öğretmeni,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
666,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,5-7 Yıl,Eğitim,Satınalma Uzmanı,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
667,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Eğitim,Öğretmen,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
668,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,9-12 Yıl,Eğitim,Öğretmen,41.000-50.000 TL,20.000-30.000 TL,%11-%20,45500.0
669,Kadın,Türkiye,Yarı zamanlı,Ofiste,1-49,0-1 Yıl,Eğitim,İngilizce Öğretmeni,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
670,Kadın,Türkiye,Yarı zamanlı,Ofiste,1-49,0-1 Yıl,Eğitim,Öğretmen,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
671,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,0-1 Yıl,Eğitim,İngilizce Öğretmeni,31.000-40.000 TL,Ek gelirim yok,%21-%35,35500.0
672,Kadın,Türkiye,Yarı zamanlı,Ofiste,1-49,1-3 Yıl,Eğitim,Yardımcı Öğretmen,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
673,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,7-9 Yıl,Eğitim,Öğretmen,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
674,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,12 ve ustu,Eğitim,Araştırma Görevlisi,51.000-60.000 TL,Ek gelirim yok,%11-%20,55500.0
675,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,9-12 Yıl,Eğitim,Araştırma Görevlisi,51.000-60.000 TL,Ek gelirim yok,%11-%20,55500.0
676,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,12 ve ustu,Eğitim,Koordinator,61.000-70.000 TL,111.000-150.000 TL,%21-%35,65500.0
677,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,9-12 Yıl,Eğitim,Müdür,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
678,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Eğitim,İngilizce Öğretmeni,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
679,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,0-1 Yıl,Eğitim,İngilizce Öğretmeni,21.000-30.000 TL,Ek gelirim yok,%11-%20,25500.0
680,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Eğitim,Okutman,31.000-40.000 TL,Ek gelirim yok,%21-%35,35500.0
681,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Eğitim,Sınıf Öğretmeni,21.000-30.000 TL,31.000-50.000 TL,%5-%10,25500.0
682,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,3-5 Yıl,Eğitim,Sınıf Öğretmeni,41.000-50.000 TL,Ek gelirim yok,%21-%35,45500.0
683,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Eğitim,İş Analisti,51.000-60.000 TL,Ek gelirim yok,%5-%10,55500.0
684,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Eğitim,Rehber Öğretmen,10.000-20.000 TL,Ek gelirim yok,Henuz belli degil,15000.0
